onset	duration	eventnumber	condition	conditionlabel	istarget	presentationnumber	sequencenumber	stimC	stimL	stimR	streamnumber	stimnameL	stimnameR	stimnameC	response	rt	correct	time_stimon	time_stimoff	stimdur
416102	100	1666	2	left-right	0	130	9	-1	7	-1	8	stim008_animate_bird_4.png		NaN	0	0	0	402.142090710287	402.242102096207	0.100011385919061
416302	100	1667	2	left-right	0	131	9	-1	-1	29	8		bird_3_lower_it	NaN	0	0	0	402.342107143078	402.442107069946	0.0999999268678948
416502	100	1668	2	left-right	0	132	9	-1	-1	19	8		stim020_inanimate_tree_4.png	NaN	0	0	0	402.542095293931	402.642087906483	0.0999926125514321
416702	100	1669	2	left-right	0	133	9	-1	17	-1	8	stim018_inanimate_tree_2.png		NaN	0	0	0	402.742113433371	402.842112141196	0.0999987078248523
416902	100	1670	2	left-right	0	134	9	-1	28	-1	8	bird_2_lower		NaN	0	0	0	402.942114993755	403.042089076771	0.0999740830156952
417102	100	1671	2	left-right	0	135	9	-1	-1	10	8		stim011_animate_face_3.png	NaN	0	0	0	403.142123380792	403.242109166691	0.0999857858987525
417302	100	1672	2	left-right	0	136	9	-1	37	-1	8	boat_5_lower_it		NaN	0	0	0	403.342127866868	403.442129988049	0.100002121180296
417502	100	1673	2	left-right	0	137	9	-1	-1	38	8		boat_6_upper	NaN	0	0	0	403.542134791089	403.642140325566	0.100005534477532
417702	100	1674	2	left-right	0	138	9	-1	42	-1	8	tree_7_upper		NaN	0	0	0	403.742138058122	403.842139691638	0.100001633516513
417902	100	1675	2	left-right	0	139	9	-1	-1	7	8		stim008_animate_bird_4.png	NaN	0	0	0	403.942145226116	404.042146128195	0.100000902079046
418102	100	1676	2	left-right	0	140	9	-1	41	-1	8	tree_6_lower_it		NaN	0	0	0	404.142153125547	404.242156953376	0.100003827828914
418302	100	1677	2	left-right	0	141	9	-1	-1	46	8		tool_8_upper	NaN	0	0	0	404.342156880186	404.442155831843	0.0999989516567439
418502	100	1678	2	left-right	0	142	9	-1	40	-1	8	tree_5_lower		NaN	0	0	0	404.542165023449	404.642163731274	0.0999987078248523
418702	100	1679	2	left-right	0	143	9	-1	-1	34	8		face_5_upper	NaN	0	0	0	404.742162926705	404.842173581186	0.100010654481594
418902	100	1680	2	left-right	0	144	9	-1	-1	13	8		stim014_inanimate_boats_2.png	NaN	0	0	0	404.942172288953	405.042173678696	0.100001389742829
419102	100	1681	2	left-right	0	145	9	-1	39	-1	8	boat_7_upper_it		NaN	0	0	0	405.142177750298	405.242182309565	0.100004559266381
419302	100	1682	2	left-right	0	146	9	-1	29	-1	8	bird_3_lower_it		NaN	0	0	0	405.342182236374	405.442175580421	0.0999933440471068
419502	100	1683	2	left-right	0	147	9	-1	-1	35	8		face_6_upper_it	NaN	0	0	0	405.542172825371	405.642175190325	0.10000236495398
419702	100	1684	2	left-right	0	148	9	-1	-1	12	8		stim013_inanimate_boats_1.png	NaN	0	0	0	405.742195597151	405.842189672578	0.0999940754263662
419902	100	1685	2	left-right	0	149	9	-1	5	-1	8	stim006_animate_bird_2.png		NaN	0	0	0	405.942198864184	406.042201960576	0.100003096391447
420102	100	1686	2	left-right	0	150	9	-1	34	-1	8	face_5_upper		NaN	0	0	0	406.142203106487	406.242207665753	0.100004559266381
420302	100	1687	2	left-right	0	151	9	-1	-1	6	8		stim007_animate_bird_3.png	NaN	0	0	0	406.342204179266	406.44221410231	0.100009923044126
420502	100	1688	2	left-right	0	152	9	-1	-1	25	8		fish_2_lower_it	NaN	0	0	0	406.542218661518	406.642209567421	0.0999909059028141
420702	100	1689	2	left-right	0	153	9	-1	47	-1	8	tool_9_upper_it		NaN	0	0	0	406.742194378108	406.842220636376	0.100026258267462
420902	100	1690	2	left-right	0	154	9	-1	-1	22	8		stim023_inanimate_tools_3.png	NaN	0	0	0	406.942231778463	407.042224391073	0.0999926126096398
421102	100	1691	2	left-right	0	155	9	-1	44	-1	8	tool_6_lower		NaN	0	0	0	407.14222797507	407.242226926668	0.0999989515985362
421302	100	1692	2	left-right	0	156	9	-1	-1	30	8		bird_4_upper	NaN	0	0	0	407.342234167794	407.442219466087	0.099985298293177
421502	100	1693	2	left-right	0	157	9	-1	9	-1	8	stim010_animate_face_2.png		NaN	0	0	0	407.542240360577	407.642240287445	0.0999999268678948
421702	100	1694	2	left-right	0	158	9	-1	-1	33	8		face_4_lower_it	NaN	0	0	0	407.742241433356	407.842245992564	0.100004559208173
421902	100	1695	2	left-right	0	159	9	-1	32	-1	8	face_3_lower		NaN	0	0	0	407.942248845182	408.042250234867	0.100001389684621
422102	100	1696	2	left-right	0	160	9	-1	-1	15	8		stim016_inanimate_boats_4.png	NaN	0	0	0	408.142252355989	408.242257402861	0.100005046871956
422302	100	1697	2	left-right	0	161	9	-1	43	-1	8	tree_8_upper_it		NaN	0	0	0	408.342256598291	408.442261645163	0.100005046871956
422502	100	1698	2	left-right	0	162	9	-1	-1	10	8		stim011_animate_face_3.png	NaN	0	0	0	408.542265960597	408.642272226512	0.100006265914999
422702	100	1699	2	left-right	0	163	9	-1	9	-1	8	stim010_animate_face_2.png		NaN	0	0	0	408.742271421885	408.842269154498	0.0999977326137014
422902	100	1700	2	left-right	0	164	9	-1	3	-1	8	stim004_animate_fish_4.png		NaN	0	0	0	408.942258841358	409.04228266154	0.100023820181377
423102	100	1701	2	left-right	0	165	9	-1	-1	18	8		stim019_inanimate_tree_3.png	NaN	0	0	0	409.142290390271	409.242287147616	0.0999967573443428
423302	100	1702	2	left-right	0	166	9	-1	-1	21	8		stim022_inanimate_tools_2.png	NaN	0	0	0	409.342292682093	409.44229626609	0.100003583997022
423502	100	1703	2	left-right	0	167	9	-1	1	-1	8	stim002_animate_fish_2.png		NaN	0	0	0	409.542294730083	409.642280028376	0.099985298293177
423702	100	1704	2	left-right	0	168	9	-1	31	-1	8	bird_5_upper_it		NaN	0	0	0	409.742299703823	409.84228719637	0.0999874925473705
423902	100	1705	2	left-right	0	169	9	-1	-1	40	8		tree_5_lower	NaN	0	0	0	409.942290536594	410.042305579642	0.100015043048188
424102	100	1706	2	left-right	0	170	9	-1	-1	38	8		boat_6_upper	NaN	0	0	0	410.142311357893	410.242317379976	0.100006022083107
424302	100	1707	2	left-right	NaN	171	9	-1	13	-1	8	stim014_inanimate_boats_2.png		NaN	0	0	0	410.342316087801	410.442275298468	0.0999592106672935
424502	100	1708	2	left-right	0	172	9	-1	0	-1	8	stim001_animate_fish_1.png		NaN	0	0	0	410.54231911106	410.642322207452	0.100003096391447
424702	100	1709	2	left-right	0	173	9	-1	-1	42	8		tree_7_upper	NaN	0	0	0	410.74232871714	410.842325718259	0.0999970011180267
424902	100	1710	2	left-right	0	174	9	-1	45	-1	8	tool_7_lower_it		NaN	0	0	0	410.942328570876	411.042328741518	0.100000170641579
425102	100	1711	2	left-right	0	175	9	-1	-1	24	8		fish_1_lower	NaN	0	0	0	411.142334032163	411.242612877104	0.100278844940476
425302	100	1712	2	left-right	0	176	9	-1	-1	47	8		tool_9_upper_it	NaN	0	0	0	411.342339981114	411.442328448931	0.0999884678167291
425502	100	1713	2	left-right	0	177	9	-1	27	-1	8	fish_4_upper_it		NaN	0	0	0	411.54233788437	411.642342199804	0.100004315434489
425702	100	1714	2	left-right	0	178	9	-1	-1	26	8		fish_3_upper	NaN	0	0	0	411.742336275231	411.842356682115	0.100020406884141
425902	100	1715	2	left-right	0	179	9	-1	3	-1	8	stim004_animate_fish_4.png		NaN	0	0	0	411.942348807061	412.042359461542	0.100010654481594
426102	100	1716	2	left-right	0	180	9	-1	-1	25	8		fish_2_lower_it	NaN	0	0	0	412.142352561699	412.242363460013	0.100010898313485
426302	100	1717	2	left-right	0	181	9	-1	14	-1	8	stim015_inanimate_boats_3.png		NaN	0	0	0	412.342354853521	412.442364776565	0.100009923044126
426502	100	1718	2	left-right	0	182	9	-1	2	-1	8	stim003_animate_fish_3.png		NaN	0	0	0	412.542360802472	412.642366824555	0.100006022083107
426702	100	1719	2	left-right	0	183	9	-1	-1	31	8		bird_5_upper_it	NaN	0	0	0	412.742377479037	412.84237886878	0.100001389742829
426902	100	1720	2	left-right	0	184	9	-1	-1	4	8		stim005_animate_bird_1.png	NaN	0	0	0	412.942382208945	413.042399446305	0.100017237360589
427102	100	1721	2	left-right	0	185	9	-1	41	-1	8	tree_6_lower_it		NaN	0	0	0	413.142370359797	413.24237174954	0.100001389742829
427302	100	1722	2	left-right	0	186	9	-1	11	-1	8	stim012_animate_face_4.png		NaN	0	0	0	413.342369725928	413.442374772741	0.100005046813749
427502	100	1723	2	left-right	0	187	9	-1	-1	8	8		stim009_animate_face_1.png	NaN	0	0	0	413.542380551051	413.642377308395	0.0999967573443428
427702	100	1724	2	left-right	0	188	9	-1	26	-1	8	fish_3_upper		NaN	0	0	0	413.742378941912	413.842382525909	0.100003583997022
427902	100	1725	2	left-right	0	189	9	-1	-1	16	8		stim017_inanimate_tree_1.png	NaN	0	0	0	413.942387816554	414.042387255817	0.0999994392623194
428102	100	1726	2	left-right	0	190	9	-1	35	-1	8	face_6_upper_it		NaN	0	0	0	414.142389620771	414.242393936205	0.100004315434489
428302	100	1727	2	left-right	0	191	9	-1	-1	15	8		stim016_inanimate_boats_4.png	NaN	0	0	0	414.342393375409	414.442420852778	0.100027477368712
431902	100	1728	3	left+right	0	0	10	-1	9	27	9	stim010_animate_face_2.png	fish_4_upper_it	NaN	0	0	0	417.942517279414	418.042517450056	0.100000170641579
432102	100	1729	3	left+right	0	1	10	-1	27	8	9	fish_4_upper_it	stim009_animate_face_1.png	NaN	0	0	0	418.142522984534	418.242528275237	0.100005290703848
432302	100	1730	3	left+right	0	2	10	-1	21	37	9	stim022_inanimate_tools_2.png	boat_5_lower_it	NaN	0	0	0	418.342530640191	418.442528372747	0.0999977325554937
432502	100	1731	3	left+right	0	3	10	-1	45	15	9	tool_7_lower_it	stim016_inanimate_boats_4.png	NaN	0	0	0	418.542553411971	418.642535540741	0.099982128769625
432702	100	1732	3	left+right	0	4	10	-1	11	18	9	stim012_animate_face_4.png	stim019_inanimate_tree_3.png	NaN	0	0	0	418.742551071395	418.843004483904	0.100453412509523
432902	100	1733	3	left+right	0	5	10	-1	10	9	9	stim011_animate_face_3.png	stim010_animate_face_2.png	NaN	0	0	0	418.942542635603	419.042553046253	0.100010410649702
433102	100	1734	3	left+right	0	6	10	-1	7	3	9	stim008_animate_bird_4.png	stim004_animate_fish_4.png	NaN	0	0	0	419.142542733112	419.242538027582	0.0999952944694087
433302	100	1735	3	left+right	0	7	10	-1	42	23	9	tree_7_upper	stim024_inanimate_tools_4.png	NaN	0	0	0	419.34253039636	419.442559092713	0.100028696353547
433502	100	1736	3	left+right	0	8	10	-1	6	33	9	stim007_animate_bird_3.png	face_4_lower_it	NaN	0	0	0	419.542562920542	419.64255431405	0.0999913935083896
433702	100	1737	3	left+right	0	9	10	-1	44	1	9	tool_6_lower	stim002_animate_fish_2.png	NaN	0	0	0	419.742529859999	419.842557824915	0.10002796491608
433902	100	1738	3	left+right	NaN	10	10	-1	45	14	9	tool_7_lower_it	stim015_inanimate_boats_3.png	NaN	0	0	0	419.94256969844	420.042573038663	0.100003340223338
434102	100	1739	3	left+right	0	11	10	-1	17	18	9	stim018_inanimate_tree_2.png	stim019_inanimate_tree_3.png	NaN	0	0	0	420.14258223027	420.242578256177	0.0999960259068757
434302	100	1740	3	left+right	0	12	10	-1	1	32	9	stim002_animate_fish_2.png	face_3_lower	NaN	0	0	0	420.342571356334	420.442584205128	0.100012848793995
434502	100	1741	3	left+right	0	13	10	-1	16	12	9	stim017_inanimate_tree_1.png	stim013_inanimate_boats_1.png	NaN	1	0.492824808461592	1	420.542592909129	420.642590885516	0.0999979763873853
434702	100	1742	3	left+right	0	14	10	-1	27	34	9	fish_4_upper_it	face_5_upper	NaN	0	0	0	420.742592519033	420.842593664944	0.100001145910937
434902	100	1743	3	left+right	0	15	10	-1	3	28	9	stim004_animate_fish_4.png	bird_2_lower	NaN	0	0	0	420.942603344156	421.042603758629	0.10000041447347
435102	100	1744	3	left+right	0	16	10	-1	33	39	9	face_4_lower_it	boat_7_upper_it	NaN	0	0	0	421.142606855021	421.242601661885	0.0999948068638332
435302	100	1745	3	left+right	0	17	10	-1	29	29	9	bird_3_lower_it	bird_3_lower_it	NaN	0	0	0	421.342610853491	421.442610292754	0.0999994392623194
435502	100	1746	3	left+right	0	18	10	-1	15	22	9	stim016_inanimate_boats_4.png	stim023_inanimate_tools_3.png	NaN	0	0	0	421.542630455748	421.642615754041	0.099985298293177
435702	100	1747	3	left+right	0	19	10	-1	12	30	9	stim013_inanimate_boats_1.png	bird_4_upper	NaN	0	0	0	421.742607147607	421.84261682682	0.100009679212235
435902	100	1748	3	left+right	0	20	10	-1	31	11	9	bird_5_upper_it	stim012_animate_face_4.png	NaN	0	0	0	421.942613827938	422.042631065298	0.100017237360589
436102	100	1749	3	left+right	0	21	10	-1	2	24	9	stim003_animate_fish_3.png	fish_1_lower	NaN	0	0	0	422.14263318642	422.242617021897	0.0999838354764506
436302	100	1750	3	left+right	0	22	10	-1	1	22	9	stim002_animate_fish_2.png	stim023_inanimate_tools_3.png	NaN	0	0	0	422.342639135371	422.442637599364	0.0999984639929608
436502	100	1751	3	left+right	0	23	10	-1	30	3	9	bird_4_upper	stim004_animate_fish_4.png	NaN	0	0	0	422.542645084322	422.642638672143	0.0999935878207907
436702	100	1752	3	left+right	0	24	10	-1	42	8	9	tree_7_upper	stim009_animate_face_1.png	NaN	0	0	0	422.742643962847	422.842641939176	0.0999979763291776
436902	100	1753	3	left+right	NaN	25	10	-1	43	26	9	tree_8_upper_it	fish_3_upper	NaN	0	0	0	422.942647473654	423.042888528144	0.100241054489743
437102	100	1754	3	left+right	0	26	10	-1	24	35	9	fish_1_lower	face_6_upper_it	NaN	0	0	0	423.142658055003	423.242658225703	0.100000170699786
437302	100	1755	3	left+right	0	27	10	-1	1	42	9	stim002_animate_fish_2.png	tree_7_upper	NaN	0	0	0	423.342663516349	423.442664174654	0.100000658305362
437502	100	1756	3	left+right	0	28	10	-1	27	2	9	fish_4_upper_it	stim003_animate_fish_3.png	NaN	0	0	0	423.542666783382	423.64266110264	0.0999943192582577
437702	100	1757	3	left+right	0	29	10	-1	31	23	9	bird_5_upper_it	stim024_inanimate_tools_4.png	NaN	0	0	0	423.742659322801	423.842672415369	0.100013092567679
437902	100	1758	3	left+right	0	30	10	-1	13	38	9	stim014_inanimate_boats_2.png	boat_6_upper	NaN	1	0.892690908280201	1	423.942681850807	424.042662516702	0.0999806658946909
438102	100	1759	3	left+right	0	31	10	-1	20	5	9	stim021_inanimate_tools_1.png	stim006_animate_bird_2.png	NaN	0	0	0	424.142666344531	424.242686019978	0.100019675446674
438302	100	1760	3	left+right	0	32	10	-1	0	24	9	stim001_animate_fish_1.png	fish_1_lower	NaN	0	0	0	424.342682045884	424.442678559397	0.0999965135124512
438502	100	1761	3	left+right	0	33	10	-1	31	8	9	bird_5_upper_it	stim009_animate_face_1.png	NaN	0	0	0	424.54270067293	424.64269791788	0.0999972449499182
438702	100	1762	3	left+right	0	34	10	-1	27	21	9	fish_4_upper_it	stim022_inanimate_tools_2.png	NaN	0	0	0	424.742702964693	424.842704110604	0.100001145910937
438902	100	1763	3	left+right	0	35	10	-1	12	33	9	stim013_inanimate_boats_1.png	face_4_lower_it	NaN	0	0	0	424.942649180361	425.042707377695	0.100058197334874
439102	100	1764	3	left+right	0	36	10	-1	33	1	9	face_4_lower_it	stim002_animate_fish_2.png	NaN	0	0	0	425.142715837865	425.242712351377	0.0999965135124512
439302	100	1765	3	left+right	0	37	10	-1	1	46	9	stim002_animate_fish_2.png	tool_8_upper	NaN	0	0	0	425.342728613468	425.442720494641	0.0999918811721727
439502	100	1766	3	left+right	0	38	10	-1	10	16	9	stim011_animate_face_3.png	stim017_inanimate_tree_1.png	NaN	0	0	0	425.542680924351	425.642721811193	0.10004088684218
439702	100	1767	3	left+right	0	39	10	-1	14	47	9	stim015_inanimate_boats_3.png	tool_9_upper_it	NaN	0	0	0	425.742732465675	425.842712156358	0.09997969068354
439902	100	1768	3	left+right	0	40	10	-1	20	45	9	stim021_inanimate_tools_1.png	tool_7_lower_it	NaN	0	0	0	425.942747679364	426.042734684306	0.099987004941795
440102	100	1769	3	left+right	0	41	10	-1	12	44	9	stim013_inanimate_boats_1.png	tool_6_lower	NaN	0	0	0	426.14273802453	426.242739901878	0.100001877348404
440302	100	1770	3	left+right	0	42	10	-1	39	22	9	boat_7_upper_it	stim023_inanimate_tools_3.png	NaN	0	0	0	426.342749824922	426.442754871736	0.100005046813749
440502	100	1771	3	left+right	0	43	10	-1	3	13	9	stim004_animate_fish_4.png	stim014_inanimate_boats_2.png	NaN	0	0	0	426.542754798604	426.642749849299	0.0999950506957248
440703	100	1772	3	left+right	0	44	10	-1	25	31	9	fish_2_lower_it	bird_5_upper_it	NaN	0	0	0	426.742759040906	426.842752384895	0.0999933439888991
440902	100	1773	3	left+right	0	45	10	-1	28	30	9	bird_2_lower	bird_4_upper	NaN	0	0	0	426.942749873677	427.042763697682	0.100013824005146
441102	100	1774	3	left+right	0	46	10	-1	39	42	9	boat_7_upper_it	tree_7_upper	NaN	0	0	0	427.142763624492	427.24276842759	0.100004803098273
441303	100	1775	3	left+right	0	47	10	-1	35	41	9	face_6_upper_it	tree_6_lower_it	NaN	0	0	0	427.343080186751	427.442769256537	0.099689069786109
441503	100	1776	3	left+right	0	48	10	-1	10	39	9	stim011_animate_face_3.png	boat_7_upper_it	NaN	0	0	0	427.542776253831	427.642777155968	0.100000902137253
441703	100	1777	3	left+right	0	49	10	-1	41	9	9	tree_6_lower_it	stim010_animate_face_2.png	NaN	0	0	0	427.742776351399	427.842777741083	0.100001389684621
441903	100	1778	3	left+right	0	50	10	-1	13	20	9	stim014_inanimate_boats_2.png	stim021_inanimate_tools_1.png	NaN	0	0	0	427.94278498221	428.042786371952	0.100001389742829
442103	100	1779	3	left+right	0	51	10	-1	8	14	9	stim009_animate_face_1.png	stim015_inanimate_boats_3.png	NaN	0	0	0	428.142788005469	428.242788663774	0.100000658305362
442303	100	1780	3	left+right	0	52	10	-1	13	15	9	stim014_inanimate_boats_2.png	stim016_inanimate_boats_4.png	NaN	0	0	0	428.342796148732	428.442808997468	0.100012848735787
442503	100	1781	3	left+right	0	53	10	-1	4	0	9	stim005_animate_bird_1.png	stim001_animate_fish_1.png	NaN	0	0	0	428.542800147203	428.642799586407	0.0999994392041117
442703	100	1782	3	left+right	0	54	10	-1	12	26	9	stim013_inanimate_boats_1.png	fish_3_upper	NaN	0	0	0	428.742806339927	428.842806266795	0.0999999268678948
442903	100	1783	3	left+right	0	55	10	-1	38	15	9	boat_6_upper	stim016_inanimate_boats_4.png	NaN	0	0	0	428.942808631749	429.042818554793	0.100009923044126
443103	100	1784	3	left+right	0	56	10	-1	3	44	9	stim004_animate_fish_4.png	tool_6_lower	NaN	0	0	0	429.142789224512	429.24281743326	0.100028208747972
443303	100	1785	3	left+right	0	57	10	-1	42	32	9	tree_7_upper	face_3_lower	NaN	0	0	0	429.342828575347	429.442823869816	0.0999952944694087
443503	100	1786	3	left+right	0	58	10	-1	45	37	9	tool_7_lower_it	boat_5_lower_it	NaN	0	0	0	429.542821846204	429.642831525474	0.100009679270443
443703	100	1787	3	left+right	0	59	10	-1	14	6	9	stim015_inanimate_boats_3.png	stim007_animate_bird_3.png	NaN	0	0	0	429.742832671385	429.84283698682	0.100004315434489
443903	100	1788	3	left+right	0	60	10	-1	17	30	9	stim018_inanimate_tree_2.png	bird_4_upper	NaN	0	0	0	429.942809363187	430.04284098529	0.100031622103415
444103	100	1789	3	left+right	0	61	10	-1	36	37	9	boat_4_lower	boat_5_lower_it	NaN	0	0	0	430.142857978819	430.24284303328	0.0999850544612855
444303	100	1790	3	left+right	0	62	10	-1	41	47	9	tree_6_lower_it	tool_9_upper_it	NaN	0	0	0	430.342850274406	430.442834353657	0.0999840792501345
444503	100	1791	3	left+right	0	63	10	-1	33	9	9	face_4_lower_it	stim010_animate_face_2.png	NaN	0	0	0	430.542839888134	430.64286224544	0.100022357306443
444703	100	1792	3	left+right	0	64	10	-1	5	31	9	stim006_animate_bird_2.png	bird_5_upper_it	NaN	0	0	0	430.74285753991	430.842857954383	0.10000041447347
444903	100	1793	3	left+right	0	65	10	-1	40	34	9	tree_5_lower	face_5_upper	NaN	0	0	0	430.942863732693	431.042865610041	0.100001877348404
445103	100	1794	3	left+right	0	66	10	-1	25	44	9	fish_2_lower_it	tool_6_lower	NaN	0	0	0	431.142873582605	431.24286375707	0.0999901744653471
445303	100	1795	3	left+right	0	67	10	-1	7	37	9	stim008_animate_bird_4.png	boat_5_lower_it	NaN	0	0	0	431.342878800118	431.442875801295	0.0999970011762343
445503	100	1796	3	left+right	0	68	10	-1	18	17	9	stim019_inanimate_tree_3.png	stim018_inanimate_tree_2.png	NaN	0	0	0	431.542881579546	431.642888333066	0.100006753520574
445703	100	1797	3	left+right	0	69	10	-1	41	18	9	tree_6_lower_it	stim019_inanimate_tree_3.png	NaN	0	0	0	431.742893136106	431.842873070622	0.0999799345154315
445903	100	1798	3	left+right	0	70	10	-1	29	2	9	bird_3_lower_it	stim003_animate_fish_3.png	NaN	0	0	0	431.942892014573	432.042886821437	0.0999948068638332
446103	100	1799	3	left+right	0	71	10	-1	22	28	9	stim023_inanimate_tools_3.png	bird_2_lower	NaN	0	0	0	432.142924782587	432.242901059915	0.0999762773280963
446303	100	1800	3	left+right	0	72	10	-1	0	27	9	stim001_animate_fish_1.png	fish_4_upper_it	NaN	0	0	0	432.342896354385	432.442895306041	0.0999989516567439
446503	100	1801	3	left+right	0	73	10	-1	14	40	9	stim015_inanimate_boats_3.png	tree_5_lower	NaN	0	0	0	432.542908398609	432.642910763563	0.10000236495398
446703	100	1802	3	left+right	0	74	10	-1	34	47	9	face_5_upper	tool_9_upper_it	NaN	0	0	0	432.74291434756	432.842916956288	0.100002608727664
446903	100	1803	3	left+right	0	75	10	-1	28	44	9	bird_2_lower	tool_6_lower	NaN	0	0	0	432.942920296511	433.042920467153	0.100000170641579
447103	100	1804	3	left+right	0	76	10	-1	33	20	9	face_4_lower_it	stim021_inanimate_tools_1.png	NaN	0	0	0	433.142923563544	433.242929098022	0.100005534477532
447303	100	1805	3	left+right	0	77	10	-1	35	8	9	face_6_upper_it	stim009_animate_face_1.png	NaN	0	0	0	433.34292536776	433.442932121281	0.100006753520574
447503	100	1806	3	left+right	0	78	10	-1	5	5	9	stim006_animate_bird_2.png	stim006_animate_bird_2.png	NaN	0	0	0	433.542930097668	433.642932950228	0.100002852559555
447703	100	1807	3	left+right	0	79	10	-1	10	38	9	stim011_animate_face_3.png	boat_6_upper	NaN	0	0	0	433.742938972311	433.842937192472	0.0999982201610692
447903	100	1808	3	left+right	0	80	10	-1	40	30	9	tree_5_lower	bird_4_upper	NaN	0	0	0	433.942947115516	434.042944116693	0.0999970011762343
448103	100	1809	3	left+right	0	81	10	-1	44	24	9	tool_6_lower	fish_1_lower	NaN	0	0	0	434.142947944521	434.242958355171	0.100010410649702
448303	100	1810	3	left+right	0	82	10	-1	7	43	9	stim008_animate_bird_4.png	tree_8_upper_it	NaN	0	0	0	434.342962426774	434.442962597474	0.100000170699786
448503	100	1811	3	left+right	0	83	10	-1	1	2	9	stim002_animate_fish_2.png	stim003_animate_fish_3.png	NaN	0	0	0	434.542962768115	434.642967814987	0.100005046871956
448703	100	1812	3	left+right	0	84	10	-1	25	22	9	fish_2_lower_it	stim023_inanimate_tools_3.png	NaN	0	0	0	434.742966766586	434.842968156328	0.100001389742829
448903	100	1813	3	left+right	0	85	10	-1	10	27	9	stim011_animate_face_3.png	fish_4_upper_it	NaN	0	0	0	434.942932487	435.04297605576	0.100043568760157
449103	100	1814	3	left+right	0	86	10	-1	29	10	9	bird_3_lower_it	stim011_animate_face_3.png	NaN	0	0	0	435.142976226402	435.242977859918	0.100001633516513
449303	100	1815	3	left+right	0	87	10	-1	37	12	9	boat_5_lower_it	stim013_inanimate_boats_1.png	NaN	0	0	0	435.342982175353	435.443006239366	0.100024064013269
449503	100	1816	3	left+right	0	88	10	-1	13	46	9	stim014_inanimate_boats_2.png	tool_8_upper	NaN	0	0	0	435.54299251287	435.642988782609	0.0999962697387673
449703	100	1817	3	left+right	0	89	10	-1	46	4	9	tool_8_upper	stim005_animate_bird_1.png	NaN	0	0	0	435.742996267567	435.84299473156	0.0999984639929608
449903	100	1818	3	left+right	0	90	10	-1	32	8	9	face_3_lower	stim009_animate_face_1.png	NaN	0	0	0	435.942996365076	436.043007750937	0.100011385860853
450103	100	1819	3	left+right	0	91	10	-1	23	22	9	stim024_inanimate_tools_4.png	stim023_inanimate_tools_3.png	NaN	0	0	0	436.143008896848	436.243026134209	0.100017237360589
450303	100	1820	3	left+right	0	92	10	-1	36	14	9	boat_4_lower	stim015_inanimate_boats_3.png	NaN	0	0	0	436.343006556272	436.443012578413	0.100006022141315
450503	100	1821	3	left+right	0	93	10	-1	5	8	9	stim006_animate_bird_2.png	stim009_animate_face_1.png	NaN	0	0	0	436.543013724324	436.643009750231	0.0999960259068757
450703	100	1822	3	left+right	0	94	10	-1	11	19	9	stim012_animate_face_4.png	stim020_inanimate_tree_4.png	NaN	0	0	0	436.743019917049	436.843022769608	0.100002852559555
450903	100	1823	3	left+right	0	95	10	-1	35	22	9	face_6_upper_it	stim023_inanimate_tools_3.png	NaN	0	0	0	436.943020502222	437.043012627168	0.0999921249458566
451103	100	1824	3	left+right	0	96	10	-1	14	15	9	stim015_inanimate_boats_3.png	stim016_inanimate_boats_4.png	NaN	0	0	0	437.143004020676	437.243032473256	0.100028452579863
451303	100	1825	3	left+right	NaN	97	10	-1	19	45	9	stim020_inanimate_tree_4.png	tool_7_lower_it	NaN	0	0	0	437.343037032464	437.443031351722	0.0999943192582577
451503	100	1826	3	left+right	0	98	10	-1	7	40	9	stim008_animate_bird_4.png	tree_5_lower	NaN	0	0	0	437.54306711856	437.643046565412	0.0999794468516484
451703	100	1827	3	left+right	0	99	10	-1	46	16	9	tool_8_upper	stim017_inanimate_tree_1.png	NaN	0	0	0	437.743052831327	437.843053733464	0.100000902137253
451903	100	1828	3	left+right	0	100	10	-1	21	31	9	stim022_inanimate_tools_2.png	bird_5_upper_it	NaN	1	0.493105677014682	1	437.943055366981	438.043059682415	0.100004315434489
452103	100	1829	3	left+right	0	101	10	-1	12	14	9	stim013_inanimate_boats_1.png	stim015_inanimate_boats_3.png	NaN	0	0	0	438.143049856881	438.243058804655	0.100008947774768
452303	100	1830	3	left+right	0	102	10	-1	43	18	9	tree_8_upper_it	stim019_inanimate_tree_3.png	NaN	0	0	0	438.343068483926	438.443065728876	0.0999972449499182
452503	100	1831	3	left+right	0	103	10	-1	15	36	9	stim016_inanimate_boats_4.png	boat_4_lower	NaN	0	0	0	438.543070531916	438.643069483514	0.0999989515985362
452703	100	1832	3	left+right	0	104	10	-1	14	7	9	stim015_inanimate_boats_3.png	stim008_animate_bird_4.png	NaN	0	0	0	438.743074774218	438.843075188692	0.10000041447347
452903	100	1833	3	left+right	0	105	10	-1	45	9	9	tool_7_lower_it	stim010_animate_face_2.png	NaN	0	0	0	438.943078285025	439.043082356686	0.100004071660805
453103	100	1834	3	left+right	0	106	10	-1	7	44	9	stim008_animate_bird_4.png	tool_6_lower	NaN	0	0	0	439.143088378769	439.243082941801	0.0999945630319417
453303	100	1835	3	left+right	0	107	10	-1	21	43	9	stim022_inanimate_tools_2.png	tree_8_upper_it	NaN	0	0	0	439.343083356274	439.443097180279	0.100013824005146
