eventnumber,condition,conditionlabel,istarget,presentationnumber,sequencenumber,stimC,stimL,stimR,streamnumber,stimnameL,stimnameR,stimnameC,response,rt,correct,time_stimon,time_stimoff,stimdur
399,3,left+right,0,15,3,-1,21,41,2,stim022_inanimate_tools_2.png,tree_6_lower_it,,0.0,0.0,0.0,120.0345599958091,120.1345513893175,0.09999139350838959
400,3,left+right,0,16,3,-1,36,26,2,boat_4_lower,fish_3_upper,,0.0,0.0,0.0,120.2345488780993,120.33457684301538,0.10002796491608024
401,3,left+right,0,17,3,-1,3,34,2,stim004_animate_fish_4.png,face_5_upper,,0.0,0.0,0.0,120.43457872036379,120.53457669675117,0.09999797638738528
402,3,left+right,0,18,3,-1,28,26,2,bird_2_lower,fish_3_upper,,0.0,0.0,0.0,120.63460149220191,120.73458093905356,0.09997944685164839
403,3,left+right,0,19,3,-1,26,22,2,fish_3_upper,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,120.83458964305464,120.93459395848913,0.1000043154344894
404,3,left+right,0,20,3,-1,27,24,2,fish_4_upper_it,fish_1_lower,,0.0,0.0,0.0,121.03458925295854,121.13459893217077,0.10000967921223491
405,3,left+right,0,21,3,-1,47,38,2,tool_9_upper_it,boat_6_upper,,0.0,0.0,0.0,121.2345983714331,121.33460390591063,0.10000553447753191
406,3,left+right,0,22,3,-1,4,41,2,stim005_animate_bird_1.png,tree_6_lower_it,,0.0,0.0,0.0,121.43461017182563,121.53460205293959,0.09999188111396506
407,3,left+right,0,23,3,-1,43,39,2,tree_8_upper_it,boat_7_upper_it,,0.0,0.0,0.0,121.63459661597153,121.73460702667944,0.10001041070790961
408,3,left+right,0,24,3,-1,24,33,2,fish_1_lower,face_4_lower_it,,0.0,0.0,0.0,121.83461329253623,121.93459615274332,0.09998286020709202
409,3,left+right,0,25,3,-1,21,47,2,stim022_inanimate_tools_2.png,tool_9_upper_it,,0.0,0.0,0.0,122.03461851010798,122.13461794931209,0.0999994392041117
410,3,left+right,0,26,3,-1,13,44,2,stim014_inanimate_boats_2.png,tool_6_lower,,0.0,0.0,0.0,122.23460983048426,122.33461024495773,0.1000004144734703
411,3,left+right,0,27,3,-1,22,42,2,stim023_inanimate_tools_3.png,tree_7_upper,,0.0,0.0,0.0,122.43463113938924,122.53463569865562,0.10000455926638097
412,3,left+right,0,28,3,-1,6,12,2,stim007_animate_bird_3.png,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,122.63463440648047,122.73462653142633,0.09999212494585663
413,3,left+right,0,29,3,-1,39,26,2,boat_7_upper_it,fish_3_upper,,0.0,0.0,0.0,122.83464888873277,122.93463808798697,0.09998919925419614
414,3,left+right,0,30,3,-1,10,15,2,stim011_animate_face_3.png,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,123.03464094054652,123.13464964454761,0.10000870400108397
415,3,left+right,0,31,3,-1,9,39,2,stim010_animate_face_2.png,boat_7_upper_it,,0.0,0.0,0.0,123.23465030285297,123.33464876684593,0.09999846399296075
416,3,left+right,0,32,3,-1,8,42,2,stim009_animate_face_1.png,tree_7_upper,,0.0,0.0,0.0,123.43465381371789,123.53465252148453,0.09999870776664466
417,3,left+right,0,33,3,-1,18,36,2,stim019_inanimate_tree_3.png,boat_4_lower,,0.0,0.0,0.0,123.63466853980208,123.73466017714236,0.09999163734028116
418,3,left+right,0,34,3,-1,40,46,2,tree_5_lower,tool_8_upper,,0.0,0.0,0.0,123.83468838589033,123.93466271273792,0.09997432684758678
419,3,left+right,0,35,3,-1,26,40,2,fish_3_upper,tree_5_lower,,0.0,0.0,0.0,124.03466824721545,124.13466866168892,0.1000004144734703
420,3,left+right,0,36,3,-1,25,11,2,fish_2_lower_it,stim012_animate_face_4.png,,0.0,0.0,0.0,124.23467468377203,124.33467704872601,0.10000236495397985
421,3,left+right,0,37,3,-1,41,0,2,tree_6_lower_it,stim001_animate_fish_1.png,,0.0,0.0,0.0,124.43468404607847,124.53467982815346,0.09999578207498416
422,3,left+right,0,38,3,-1,40,36,2,tree_5_lower,boat_4_lower,,0.0,0.0,0.0,124.63469072646694,124.73469235998346,0.10000163351651281
423,3,left+right,0,39,3,-1,26,9,2,fish_3_upper,stim010_animate_face_2.png,,0.0,0.0,0.0,124.83469058014452,124.93470342893852,0.10001284879399464
424,3,left+right,0,40,3,-1,32,30,2,face_3_lower,bird_4_upper,,0.0,0.0,0.0,125.03470164909959,125.13470742740901,0.10000577830942348
425,3,left+right,0,41,3,-1,40,2,2,tree_5_lower,stim003_animate_fish_3.png,,0.0,0.0,0.0,125.23471369332401,125.3347092315671,0.0999955382430926
426,3,left+right,0,42,3,-1,28,31,2,bird_2_lower,bird_5_upper_it,,0.0,0.0,0.0,125.43472159275552,125.53471006057225,0.0999884678167291
427,3,left+right,0,43,3,-1,46,34,2,tool_8_upper,face_5_upper,,0.0,0.0,0.0,125.63471852074144,125.73472210473847,0.10000358399702236
428,3,left+right,0,44,3,-1,35,27,2,face_6_upper_it,fish_4_upper_it,,0.0,0.0,0.0,125.8347254449036,125.93472025176743,0.09999480686383322
429,3,left+right,0,45,3,-1,31,41,2,bird_5_upper_it,tree_6_lower_it,,0.0,0.0,0.0,126.03471774054924,126.13473180832807,0.10001406777882949
430,3,left+right,0,46,3,-1,28,21,2,bird_2_lower,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,126.23473441711394,126.33473117445828,0.09999675734434277
431,3,left+right,0,47,3,-1,15,1,2,stim016_inanimate_boats_4.png,stim002_animate_fish_2.png,,0.0,0.0,0.0,126.4347198860487,126.53473785484675,0.10001796879805624
432,3,left+right,L,48,3,-1,33,36,2,face_4_lower_it,boat_4_lower,,0.0,0.0,0.0,126.63474338932429,126.73474307236029,0.09999968303600326
433,3,left+right,0,49,3,-1,40,12,2,tree_5_lower,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,126.83474519348238,126.93476194323739,0.10001674975501373
434,3,left+right,0,50,3,-1,20,47,2,stim021_inanimate_tools_1.png,tool_9_upper_it,,1.0,0.39225387980695814,1.0,127.03473895194475,127.13474473025417,0.10000577830942348
435,3,left+right,0,51,3,-1,40,6,2,tree_5_lower,stim007_animate_bird_3.png,,0.0,0.0,0.0,127.23476172378287,127.3347606753814,0.09999895159853622
436,3,left+right,0,52,3,-1,44,46,2,tool_6_lower,tool_8_upper,,0.0,0.0,0.0,127.43477108608931,127.53475321480073,0.09998212871141732
437,3,left+right,0,53,3,-1,34,12,2,face_5_upper,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,127.63473314931616,127.73476769711124,0.10003454779507592
438,3,left+right,0,54,3,-1,4,29,2,stim005_animate_bird_1.png,bird_3_lower_it,,0.0,0.0,0.0,127.83477176871384,127.93476925749565,0.0999974887818098
439,3,left+right,0,55,3,-1,37,10,2,boat_5_lower_it,stim011_animate_face_3.png,,0.0,0.0,0.0,128.03477893670788,128.13477935118135,0.1000004144734703
440,3,left+right,0,56,3,-1,34,2,2,face_5_upper,stim003_animate_fish_3.png,,0.0,0.0,0.0,128.2347822037991,128.33480626775417,0.10002406395506114
441,3,left+right,0,57,3,-1,4,37,2,stim005_animate_bird_1.png,boat_5_lower_it,,0.0,0.0,0.0,128.43478693370707,128.53478466626257,0.09999773255549371
442,3,left+right,0,58,3,-1,10,46,2,stim011_animate_face_3.png,tool_8_upper,,0.0,0.0,0.0,128.63479751499835,128.73479597899131,0.09999846399296075
443,3,left+right,R,59,3,-1,41,44,2,tree_6_lower_it,tool_6_lower,,0.0,0.0,0.0,128.83480151346885,128.93479632033268,0.09999480686383322
444,3,left+right,0,60,3,-1,12,28,2,stim013_inanimate_boats_1.png,bird_2_lower,,0.0,0.0,0.0,129.0348042928963,129.13481372833485,0.10000943543855101
445,3,left+right,0,61,3,-1,28,13,2,bird_2_lower,stim014_inanimate_boats_2.png,,0.0,0.0,0.0,129.2348143866402,129.334807974461,0.09999358782079071
446,3,left+right,0,62,3,-1,8,23,2,stim009_animate_face_1.png,stim024_inanimate_tools_4.png,,1.0,0.5922993259155191,1.0,129.43481107079424,129.53478929866105,0.09997822786681354
447,3,left+right,0,63,3,-1,24,26,2,fish_1_lower,fish_3_upper,,0.0,0.0,0.0,129.63481945788953,129.73481840948807,0.09999895159853622
448,3,left+right,0,64,3,-1,39,3,2,boat_7_upper_it,stim004_animate_fish_4.png,,0.0,0.0,0.0,129.8348261382198,129.93482338322792,0.0999972450081259
449,3,left+right,0,65,3,-1,7,21,2,stim008_animate_bird_4.png,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,130.03483086812776,130.13513580069412,0.10030493256635964
450,3,left+right,0,66,3,-1,37,20,2,boat_5_lower_it,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,130.2348273085081,130.334833818255,0.10000650974689052
451,3,left+right,0,67,3,-1,40,18,2,tree_5_lower,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,130.43483910890063,130.53483830433106,0.09999919543042779
452,3,left+right,0,68,3,-1,35,19,2,face_6_upper_it,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,130.63484895881265,130.73484522855142,0.0999962697387673
453,3,left+right,0,69,3,-1,42,1,2,tree_7_upper,stim002_animate_fish_2.png,,0.0,0.0,0.0,130.8348580772872,130.93485751654953,0.09999943926231936
454,3,left+right,0,70,3,-1,35,24,2,face_6_upper_it,fish_1_lower,,0.0,0.0,0.0,131.03486256336328,131.13485834549647,0.09999578213319182
455,3,left+right,0,71,3,-1,39,33,2,boat_7_upper_it,face_4_lower_it,,0.0,0.0,0.0,131.23486314853653,131.33486502588494,0.10000187734840438
456,3,left+right,0,72,3,-1,41,14,2,tree_6_lower_it,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,131.43487104796804,131.53486853669165,0.09999748872360215
457,3,left+right,0,73,3,-1,27,20,2,fish_4_upper_it,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,131.6348799226107,131.73487692378694,0.09999700117623433
458,3,left+right,0,74,3,-1,28,32,2,bird_2_lower,face_3_lower,,0.0,0.0,0.0,131.8348861153936,131.9348860422615,0.09999992686789483
459,3,left+right,0,75,3,-1,9,11,2,stim010_animate_face_2.png,stim012_animate_face_4.png,,0.0,0.0,0.0,132.0348901138641,132.13488809025148,0.09999797638738528
460,3,left+right,0,76,3,-1,33,22,2,face_4_lower_it,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,132.2348958189832,132.334895989683,0.1000001706997864
461,3,left+right,0,77,3,-1,4,11,2,stim005_animate_bird_1.png,stim012_animate_face_4.png,,0.0,0.0,0.0,132.4348805565387,132.53489657479804,0.10001601825933903
462,3,left+right,0,78,3,-1,42,45,2,tree_7_upper,tool_7_lower_it,,0.0,0.0,0.0,132.63490259688115,132.73490252374904,0.09999992686789483
463,3,left+right,0,79,3,-1,24,8,2,fish_1_lower,stim009_animate_face_1.png,,0.0,0.0,0.0,132.83492098015267,132.93491017940687,0.09998919925419614
464,3,left+right,0,80,3,-1,32,3,2,face_3_lower,stim004_animate_fish_4.png,,0.0,0.0,0.0,133.03491010621656,133.13491369021358,0.10000358399702236
465,3,left+right,0,81,3,-1,15,28,2,stim016_inanimate_boats_4.png,bird_2_lower,,0.0,0.0,0.0,133.2349192246911,133.3349235401256,0.1000043154344894
466,3,left+right,0,82,3,-1,10,45,2,stim011_animate_face_3.png,tool_7_lower_it,,0.0,0.0,0.0,133.434925417474,133.5349233938614,0.09999797638738528
467,3,left+right,0,83,3,-1,26,26,2,fish_3_upper,fish_3_upper,,0.0,0.0,0.0,133.63493014738197,133.73493202473037,0.10000187734840438
468,3,left+right,0,84,3,-1,39,11,2,boat_7_upper_it,stim012_animate_face_4.png,,0.0,0.0,0.0,133.8349397534621,133.93493870511884,0.09999895165674388
469,3,left+right,0,85,3,-1,23,19,2,stim024_inanimate_tools_4.png,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,134.03492278431077,134.13492222357308,0.09999943926231936
470,3,left+right,0,86,3,-1,7,14,2,stim008_animate_bird_4.png,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,134.23496530472767,134.33494792110287,0.09998261637520045
471,3,left+right,0,87,3,-1,6,0,2,stim007_animate_bird_3.png,stim001_animate_fish_1.png,,0.0,0.0,0.0,134.43531868216814,134.53495191957336,0.09963323740521446
472,3,left+right,0,88,3,-1,0,15,2,stim001_animate_fish_1.png,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,134.63495794165647,134.7349588437355,0.10000090207904577
473,3,left+right,0,89,3,-1,46,3,2,tool_8_upper,stim004_animate_fish_4.png,,0.0,0.0,0.0,134.83495828299783,134.9349630860379,0.10000480304006487
474,3,left+right,0,90,3,-1,26,10,2,fish_3_upper,stim011_animate_face_3.png,,0.0,0.0,0.0,135.03494423959637,135.13496610929724,0.10002186970086768
475,3,left+right,0,91,3,-1,18,18,2,stim019_inanimate_tree_3.png,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,135.23497578850947,135.33497157058446,0.09999578207498416
476,3,left+right,0,92,3,-1,17,33,2,stim018_inanimate_tree_2.png,face_4_lower_it,,0.0,0.0,0.0,135.43498490698403,135.53497532528127,0.09999041829723865
477,3,left+right,0,93,3,-1,24,5,2,fish_1_lower,stim006_animate_bird_2.png,,0.0,0.0,0.0,135.6349789092783,135.73498590663075,0.10000699735246599
478,3,left+right,0,94,3,-1,23,39,2,stim024_inanimate_tools_4.png,boat_7_upper_it,,0.0,0.0,0.0,135.83498973440146,135.93498478509719,0.09999505069572479
479,3,left+right,0,95,3,-1,11,37,2,stim012_animate_face_4.png,boat_5_lower_it,,0.0,0.0,0.0,136.0349908071803,136.13499975501327,0.10000894783297554
480,3,left+right,0,96,3,-1,12,34,2,stim013_inanimate_boats_1.png,face_5_upper,,0.0,0.0,0.0,136.2349965122994,136.33499960869085,0.10000309639144689
481,3,left+right,0,97,3,-1,15,29,2,stim016_inanimate_boats_4.png,bird_3_lower_it,,0.0,0.0,0.0,136.4350070936489,136.53500311955577,0.09999602590687573
482,3,left+right,0,98,3,-1,28,18,2,bird_2_lower,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,136.63501328643179,136.73499687801814,0.0999835915863514
483,3,left+right,0,99,3,-1,14,30,2,stim015_inanimate_boats_3.png,bird_4_upper,,0.0,0.0,0.0,136.83501411537873,136.9350125793717,0.09999846399296075
484,3,left+right,0,100,3,-1,44,12,2,tool_6_lower,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,137.03501762624364,137.13501999119762,0.10000236495397985
485,3,left+right,0,101,3,-1,41,6,2,tree_6_lower_it,stim007_animate_bird_3.png,,0.0,0.0,0.0,137.2350221123197,137.3350222829613,0.10000017064157873
486,3,left+right,0,102,3,-1,44,26,2,tool_6_lower,fish_3_upper,,0.0,0.0,0.0,137.43503025558311,137.53505261288956,0.10002235730644315
487,3,left+right,0,103,3,-1,25,20,2,fish_2_lower_it,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,137.63504839496454,137.7350407637423,0.0999923687777482
488,3,left+right,0,104,3,-1,6,17,2,stim007_animate_bird_3.png,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,137.8350380086922,137.93503891077125,0.10000090207904577
489,3,left+right,0,105,3,-1,9,24,2,stim010_animate_face_2.png,fish_1_lower,,0.0,0.0,0.0,138.0350461519556,138.13504437211668,0.09999822016106918
490,3,left+right,0,106,3,-1,28,20,2,bird_2_lower,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,138.23505331994966,138.33504934585653,0.09999602590687573
491,3,left+right,0,107,3,-1,13,2,2,stim014_inanimate_boats_2.png,stim003_animate_fish_3.png,,0.0,0.0,0.0,138.43505244224798,138.53500921477098,0.09995677252300084
492,3,left+right,0,108,3,-1,17,13,2,stim018_inanimate_tree_2.png,stim014_inanimate_boats_2.png,,0.0,0.0,0.0,138.63506546162535,138.73537112562917,0.10030566400382668
493,3,left+right,0,109,3,-1,1,37,2,stim002_animate_fish_2.png,boat_5_lower_it,,0.0,0.0,0.0,138.83506555919303,138.93506499839714,0.0999994392041117
494,3,left+right,0,110,3,-1,35,26,2,face_6_upper_it,fish_3_upper,,0.0,0.0,0.0,139.03506906999974,139.13507021591067,0.10000114591093734
495,3,left+right,0,111,3,-1,14,38,2,stim015_inanimate_boats_3.png,boat_6_upper,,0.0,0.0,0.0,139.2350779447006,139.33507665252546,0.09999870782485232
496,3,left+right,0,112,3,-1,21,29,2,stim022_inanimate_tools_2.png,bird_3_lower_it,,0.0,0.0,0.0,139.43508048029616,139.53508016333217,0.09999968303600326
497,3,left+right,0,113,3,-1,42,3,2,tree_7_upper,stim004_animate_fish_4.png,,0.0,0.0,0.0,139.63508447876666,139.7350875751581,0.10000309639144689
498,3,left+right,0,114,3,-1,18,37,2,stim019_inanimate_tree_3.png,boat_5_lower_it,,0.0,0.0,0.0,139.83509481628425,139.93509401171468,0.09999919543042779
499,3,left+right,0,115,3,-1,4,1,2,stim005_animate_bird_1.png,stim002_animate_fish_2.png,,0.0,0.0,0.0,140.03509442618815,140.13509825401707,0.10000382782891393
500,3,left+right,0,116,3,-1,37,29,2,boat_5_lower_it,bird_3_lower_it,,0.0,0.0,0.0,140.23510232561966,140.3351034715306,0.10000114591093734
501,3,left+right,0,117,3,-1,45,17,2,tool_7_lower_it,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,140.4351077869651,140.53511088335654,0.10000309639144689
502,3,left+right,0,118,3,-1,33,23,2,face_4_lower_it,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,140.63511251687305,140.73511731991312,0.10000480304006487
503,3,left+right,0,119,3,-1,11,47,2,stim012_animate_face_4.png,tool_9_upper_it,,0.0,0.0,0.0,140.83512139157392,140.93511863652384,0.09999724494991824
504,3,left+right,0,120,3,-1,33,32,2,face_4_lower_it,face_3_lower,,0.0,0.0,0.0,141.03513148525963,141.1351123949862,0.09998090972658247
505,3,left+right,0,121,3,-1,39,25,2,boat_7_upper_it,fish_2_lower_it,,0.0,0.0,0.0,141.2351315827691,141.33513711724663,0.10000553447753191
506,3,left+right,0,122,3,-1,19,42,2,stim020_inanimate_tree_4.png,tree_7_upper,,0.0,0.0,0.0,141.43513801932568,141.5351396529004,0.10000163357472047
507,3,left+right,0,123,3,-1,10,32,2,stim011_animate_face_3.png,face_3_lower,,0.0,0.0,0.0,141.63514860067517,141.73514487041393,0.0999962697387673
508,3,left+right,0,124,3,-1,42,47,2,tree_7_upper,tool_9_upper_it,,0.0,0.0,0.0,141.83514674776234,141.93514789361507,0.10000114585272968
509,3,left+right,0,125,3,-1,30,29,2,bird_4_upper,bird_3_lower_it,,0.0,0.0,0.0,142.03515172144398,142.1351574997534,0.10000577830942348
510,3,left+right,0,126,3,-1,26,30,2,fish_3_upper,bird_4_upper,,0.0,0.0,0.0,142.23516230279347,142.33516003534896,0.09999773255549371
511,3,left+right,0,127,3,-1,46,23,2,tool_8_upper,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,142.43516459461534,142.53516500908881,0.1000004144734703
512,3,left+right,0,128,3,-1,30,0,2,bird_4_upper,stim001_animate_fish_1.png,,0.0,0.0,0.0,142.63517029973445,142.73516559420386,0.09999529446940869
513,3,left+right,0,129,3,-1,9,21,2,stim010_animate_face_2.png,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,142.83517259155633,142.9351730060298,0.1000004144734703
514,3,left+right,0,130,3,-1,33,42,2,face_4_lower_it,tree_7_upper,,0.0,0.0,0.0,143.03517415194074,143.13518285594182,0.10000870400108397
515,3,left+right,0,131,3,-1,3,41,2,stim004_animate_fish_4.png,tree_6_lower_it,,0.0,0.0,0.0,143.23518692754442,143.3351807591389,0.09999383159447461
516,3,left+right,0,132,3,-1,20,28,2,stim021_inanimate_tools_1.png,bird_2_lower,,0.0,0.0,0.0,143.43519482697593,143.53516013285844,0.09996530588250607
517,3,left+right,0,133,3,-1,45,2,2,tool_7_lower_it,stim003_animate_fish_3.png,,0.0,0.0,0.0,143.63519809400896,143.7351924132672,0.09999431925825775
518,3,left+right,0,134,3,-1,47,12,2,tool_9_upper_it,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,143.83519404678373,143.93519982503494,0.10000577825121582
519,3,left+right,0,135,3,-1,22,41,2,stim023_inanimate_tools_3.png,tree_6_lower_it,,0.0,0.0,0.0,144.03520389669575,144.13520406733733,0.10000017064157873
520,3,left+right,0,136,3,-1,25,38,2,fish_2_lower_it,boat_6_upper,,0.0,0.0,0.0,144.23519619228318,144.33521147916326,0.10001528688007966
521,3,left+right,0,137,3,-1,16,16,2,stim017_inanimate_tree_1.png,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,144.43521335651167,144.53521523380186,0.10000187729019672
522,3,left+right,0,138,3,-1,3,0,2,stim004_animate_fish_4.png,stim001_animate_fish_1.png,,0.0,0.0,0.0,144.6352271073265,144.73521898849867,0.09999188117217273
523,3,left+right,0,139,3,-1,26,29,2,fish_3_upper,bird_3_lower_it,,0.0,0.0,0.0,144.83522208489012,144.93523468979402,0.10001260490389541
524,3,left+right,0,140,3,-1,11,34,2,stim012_animate_face_4.png,face_5_upper,,0.0,0.0,0.0,145.03523510426749,145.13524039497133,0.100005290703848
525,3,left+right,0,141,3,-1,14,28,2,stim015_inanimate_boats_3.png,bird_2_lower,,0.0,0.0,0.0,145.2352303256048,145.3352339096018,0.10000358399702236
526,3,left+right,0,142,3,-1,32,45,2,face_3_lower,tool_7_lower_it,,0.0,0.0,0.0,145.43524944031378,145.53522157284897,0.09997213253518566
527,3,left+right,0,143,3,-1,9,25,2,stim010_animate_face_2.png,fish_2_lower_it,,0.0,0.0,0.0,145.63525173207745,145.7352482456481,0.09999651357065886
528,3,left+right,0,144,3,-1,19,10,2,stim020_inanimate_tree_4.png,stim011_animate_face_3.png,,0.0,0.0,0.0,145.8352547553368,145.9352544383728,0.09999968303600326
529,3,left+right,0,145,3,-1,0,3,2,stim001_animate_fish_1.png,stim004_animate_fish_4.png,,0.0,0.0,0.0,146.03525899763918,146.13526331307366,0.1000043154344894
530,3,left+right,0,146,3,-1,5,47,2,stim006_animate_bird_2.png,tool_9_upper_it,,0.0,0.0,0.0,146.2352644589846,146.33527413819684,0.10000967921223491
531,3,left+right,0,147,3,-1,19,27,2,stim020_inanimate_tree_4.png,fish_4_upper_it,,0.0,0.0,0.0,146.4352747965022,146.5352639956982,0.09998919919598848
532,3,left+right,0,148,3,-1,5,20,2,stim006_animate_bird_2.png,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,146.63527367496863,146.73527750273934,0.10000382777070627
533,3,left+right,0,149,3,-1,22,29,2,stim023_inanimate_tools_3.png,bird_3_lower_it,,0.0,0.0,0.0,146.83527523535304,146.93528125743615,0.10000602208310738
534,3,left+right,0,150,3,-1,42,36,2,tree_7_upper,boat_4_lower,,0.0,0.0,0.0,147.03528679191368,147.13528769399272,0.10000090207904577
535,3,left+right,0,151,3,-1,0,1,2,stim001_animate_fish_1.png,stim002_animate_fish_2.png,,0.0,0.0,0.0,147.2352920094272,147.3352941305493,0.10000212112208828
536,3,left+right,0,152,3,-1,15,44,2,stim016_inanimate_boats_4.png,tool_6_lower,,0.0,0.0,0.0,147.43530210317113,147.53528276906582,0.0999806658946909
537,3,left+right,0,153,3,-1,40,10,2,tree_5_lower,stim011_animate_face_3.png,,0.0,0.0,0.0,147.63527269969927,147.7353040779708,0.10003137827152386
538,3,left+right,0,154,3,-1,27,17,2,fish_4_upper_it,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,147.83530693058856,147.93530880787876,0.10000187729019672
539,3,left+right,0,155,3,-1,1,41,2,stim002_animate_fish_2.png,tree_6_lower_it,,0.0,0.0,0.0,148.03531336714514,148.13530793017708,0.09999456303194165
540,3,left+right,0,156,3,-1,8,27,2,stim009_animate_face_1.png,fish_4_upper_it,,0.0,0.0,0.0,148.23531760944752,148.33531680487795,0.09999919543042779
541,3,left+right,0,157,3,-1,34,36,2,face_5_upper,boat_4_lower,,0.0,0.0,0.0,148.43532087648055,148.53532494808314,0.10000407160259783
542,3,left+right,0,158,3,-1,43,2,2,tree_8_upper_it,stim003_animate_fish_3.png,,0.0,0.0,0.0,148.63533097016625,148.73532894655364,0.09999797638738528
543,3,left+right,0,159,3,-1,28,24,2,bird_2_lower,fish_1_lower,,0.0,0.0,0.0,148.83533253055066,148.9353380650282,0.10000553447753191
544,3,left+right,0,160,3,-1,33,10,2,face_4_lower_it,stim011_animate_face_3.png,,0.0,0.0,0.0,149.03533896716544,149.13533816259587,0.09999919543042779
545,3,left+right,0,161,3,-1,41,46,2,tree_6_lower_it,tool_8_upper,,0.0,0.0,0.0,149.23535759421065,149.33534898771904,0.09999139350838959
546,3,left+right,0,162,3,-1,34,37,2,face_5_upper,boat_5_lower_it,,0.0,0.0,0.0,149.4353455012315,149.5353473785799,0.10000187734840438
547,3,left+right,0,163,3,-1,10,41,2,stim011_animate_face_3.png,tree_6_lower_it,,0.0,0.0,0.0,149.635353400663,149.7353489389643,0.09999553830130026
548,3,left+right,0,164,3,-1,32,38,2,face_3_lower,boat_6_upper,,0.0,0.0,0.0,149.83536081248894,149.93536415265407,0.1000033401651308
549,3,left+right,0,165,3,-1,4,5,2,stim005_animate_bird_1.png,stim006_animate_bird_2.png,,0.0,0.0,0.0,150.03536919952603,150.13535279111238,0.0999835915863514
550,3,left+right,0,166,3,-1,0,31,2,stim001_animate_fish_1.png,bird_5_upper_it,,0.0,0.0,0.0,150.23537271039095,150.33535752102034,0.0999848106293939
551,3,left+right,0,167,3,-1,9,0,2,stim010_animate_face_2.png,stim001_animate_fish_1.png,,0.0,0.0,0.0,150.43537622125586,150.53536712715868,0.09999090590281412
552,3,left+right,0,168,3,-1,16,47,2,stim017_inanimate_tree_1.png,tool_9_upper_it,,0.0,0.0,0.0,150.63538680254715,150.73537746467628,0.09999066212913021
553,3,left+right,C,169,3,-1,10,6,2,stim011_animate_face_3.png,stim007_animate_bird_3.png,,0.0,0.0,0.0,150.83538568101358,150.9353977983701,0.1000121173565276
554,3,left+right,0,170,3,-1,5,0,2,stim006_animate_bird_2.png,stim001_animate_fish_1.png,,0.0,0.0,0.0,151.0353677366511,151.13539375114487,0.10002601449377835
555,3,left+right,0,171,3,-1,42,14,2,tree_7_upper,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,151.23539782274747,151.33540018770145,0.10000236495397985
556,3,left+right,0,172,3,-1,38,10,2,boat_6_upper,stim011_animate_face_3.png,,1.0,0.49314078560564667,1.0,151.43540499074152,151.53540467377752,0.09999968303600326
557,3,left+right,0,173,3,-1,4,30,2,stim005_animate_bird_1.png,bird_4_upper,,0.0,0.0,0.0,151.6354072825634,151.73540818464244,0.10000090207904577
558,3,left+right,0,174,3,-1,36,9,2,boat_4_lower,stim010_animate_face_2.png,,0.0,0.0,0.0,151.83541420672555,151.93541754694888,0.10000334022333845
559,3,left+right,0,175,3,-1,6,3,2,stim007_animate_bird_3.png,stim004_animate_fish_4.png,,0.0,0.0,0.0,152.03542234998895,152.13539180066437,0.09996945067541674
560,3,left+right,0,176,3,-1,20,42,2,stim021_inanimate_tools_1.png,tree_7_upper,,0.0,0.0,0.0,152.23542659229133,152.33541993628023,0.09999334398889914
561,3,left+right,0,177,3,-1,35,20,2,face_6_upper_it,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,152.43543059076183,152.53541662043426,0.09998602967243642
562,3,left+right,0,178,3,-1,13,0,2,stim014_inanimate_boats_2.png,stim001_animate_fish_1.png,,0.0,0.0,0.0,152.63541654730216,152.7354496322805,0.1000330849783495
563,3,left+right,0,179,3,-1,46,9,2,tool_8_upper,stim010_animate_face_2.png,,0.0,0.0,0.0,152.83543761243345,152.93543705169577,0.09999943926231936
