eventnumber,condition,conditionlabel,istarget,presentationnumber,sequencenumber,stimC,stimL,stimR,streamnumber,stimnameL,stimnameR,stimnameC,response,rt,correct,time_stimon,time_stimoff,stimdur
564,3,left+right,0,180,3,-1,4,12,2,stim005_animate_bird_1.png,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,153.03544307377888,153.13543983112322,0.09999675734434277
565,3,left+right,0,181,3,-1,2,6,2,stim003_animate_fish_3.png,stim007_animate_bird_3.png,,0.0,0.0,0.0,153.23544926656177,153.3354465115117,0.09999724494991824
566,3,left+right,0,182,3,-1,44,15,2,tool_6_lower,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,153.43545740976697,153.53545392333763,0.09999651357065886
567,3,left+right,0,183,3,-1,33,18,2,face_4_lower_it,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,153.6354733549524,153.73545938462485,0.09998602967243642
568,3,left+right,0,184,3,-1,31,2,2,bird_5_upper_it,stim003_animate_fish_3.png,,0.0,0.0,0.0,153.83546418772312,153.93546557740774,0.10000138968462124
569,3,left+right,0,185,3,-1,38,32,2,boat_6_upper,face_3_lower,,0.0,0.0,0.0,154.0357339385082,154.13547079492128,0.09973685641307384
570,3,left+right,0,186,3,-1,21,19,2,stim022_inanimate_tools_2.png,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,154.23547681700438,154.3354804010014,0.10000358399702236
571,3,left+right,0,187,3,-1,24,23,2,fish_1_lower,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,154.4354783773888,154.53547927952604,0.10000090213725343
572,3,left+right,0,188,3,-1,32,16,2,face_3_lower,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,154.6354884711327,154.73546621133573,0.09997774020303041
573,3,left+right,0,189,3,-1,14,39,2,stim015_inanimate_boats_3.png,boat_7_upper_it,,0.0,0.0,0.0,154.83549344481435,154.93549556599464,0.10000212118029594
574,3,left+right,0,190,3,-1,29,17,2,bird_3_lower_it,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,155.0354962242418,155.13549858919578,0.10000236495397985
575,3,left+right,0,191,3,-1,3,19,2,stim004_animate_fish_4.png,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,155.2355024170247,155.3355062448536,0.10000382782891393
576,1,center,0,0,5,34,-1,-1,3,,,face_5_upper,0.0,0.0,0.0,162.70237541152164,162.80234266794287,0.09996725642122328
577,1,center,0,1,5,17,-1,-1,3,,,stim018_inanimate_tree_2.png,0.0,0.0,0.0,162.9023694138159,163.00237007212127,0.10000065830536187
578,1,center,0,2,5,33,-1,-1,3,,,face_4_lower_it,0.0,0.0,0.0,163.10237706941552,163.2023862610804,0.1000091916648671
579,1,center,0,3,5,16,-1,-1,3,,,stim017_inanimate_tree_1.png,0.0,0.0,0.0,163.3026577917044,163.4023856271524,0.09972783544799313
580,1,center,0,4,5,30,-1,-1,3,,,bird_4_upper,0.0,0.0,0.0,163.5023899425869,163.60239230754087,0.10000236495397985
581,1,center,0,5,5,8,-1,-1,3,,,stim009_animate_face_1.png,0.0,0.0,0.0,163.70239174674498,163.80239825649187,0.10000650974689052
582,1,center,0,6,5,25,-1,-1,3,,,fish_2_lower_it,0.0,0.0,0.0,163.90240037761396,164.0023990854388,0.09999870782485232
583,1,center,0,7,5,6,-1,-1,3,,,stim007_animate_bird_3.png,0.0,0.0,0.0,164.10240632656496,164.2024033277412,0.09999700117623433
584,1,center,0,8,5,23,-1,-1,3,,,stim024_inanimate_tools_4.png,0.0,0.0,0.0,164.30237131554168,164.40241098334081,0.10003966779913753
585,1,center,0,9,5,4,-1,-1,3,,,stim005_animate_bird_1.png,0.0,0.0,0.0,164.50242919591255,164.60241351893637,0.09998432302381843
586,1,center,0,10,5,47,-1,-1,3,,,tool_9_upper_it,0.0,0.0,0.0,164.70242466108175,164.80240045074606,0.0999757896643132
587,1,center,0,11,5,39,-1,-1,3,,,boat_7_upper_it,0.0,0.0,0.0,164.90240769193042,165.00241347018164,0.10000577825121582
588,1,center,0,12,5,37,-1,-1,3,,,boat_5_lower_it,0.0,0.0,0.0,165.10242558753816,165.20243697345722,0.10001138591906056
589,1,center,0,13,5,32,-1,-1,3,,,face_3_lower,0.0,0.0,0.0,165.3024390945793,165.40243390144315,0.09999480686383322
590,1,center,0,14,5,1,-1,-1,3,,,stim002_animate_fish_2.png,0.0,0.0,0.0,165.50245235778857,165.60245082183974,0.09999846405116841
591,1,center,0,15,5,19,-1,-1,3,,,stim020_inanimate_tree_4.png,0.0,0.0,0.0,165.70244952960638,165.80244165455224,0.09999212494585663
592,1,center,L,16,5,28,-1,-1,3,,,bird_2_lower,0.0,0.0,0.0,165.9024486519047,166.00245101685869,0.10000236495397985
593,1,center,0,17,5,21,-1,-1,3,,,stim022_inanimate_tools_2.png,0.0,0.0,0.0,166.10245972085977,166.20246232964564,0.10000260878587142
594,1,center,0,18,5,38,-1,-1,3,,,boat_6_upper,1.0,0.40312217560131103,1.0,166.30246640124824,166.40245121193584,0.09998481068760157
595,1,center,0,19,5,29,-1,-1,3,,,bird_3_lower_it,0.0,0.0,0.0,166.50245040736627,166.60247910371982,0.10002869635354728
596,1,center,0,20,5,2,-1,-1,3,,,stim003_animate_fish_3.png,0.0,0.0,0.0,166.70247220393503,166.80247334978776,0.10000114585272968
597,1,center,0,21,5,18,-1,-1,3,,,stim019_inanimate_tree_3.png,0.0,0.0,0.0,166.90248205378884,167.0024788111332,0.09999675734434277
598,1,center,0,22,5,31,-1,-1,3,,,bird_5_upper_it,0.0,0.0,0.0,167.1024914160953,167.20249865722144,0.10000724112614989
599,1,center,0,23,5,43,-1,-1,3,,,tree_8_upper_it,0.0,0.0,0.0,167.30248907551868,167.40249339095317,0.1000043154344894
600,1,center,0,24,5,40,-1,-1,3,,,tree_5_lower,0.0,0.0,0.0,167.50249404925853,167.6027772827074,0.10028323344886303
601,1,center,0,25,5,15,-1,-1,3,,,stim016_inanimate_boats_4.png,0.0,0.0,0.0,167.70250341150677,167.80250528885517,0.10000187734840438
602,1,center,0,26,5,10,-1,-1,3,,,stim011_animate_face_3.png,0.0,0.0,0.0,167.90250594716053,168.00247320352355,0.09996725636301562
603,1,center,0,27,5,11,-1,-1,3,,,stim012_animate_face_4.png,0.0,0.0,0.0,168.1024979989743,168.20251523627667,0.10001723730238155
604,1,center,0,28,5,9,-1,-1,3,,,stim010_animate_face_2.png,0.0,0.0,0.0,168.3025210145861,168.402518259536,0.09999724494991824
605,1,center,0,29,5,5,-1,-1,3,,,stim006_animate_bird_2.png,0.0,0.0,0.0,168.502524525451,168.60251031134976,0.09998578589875251
606,1,center,0,30,5,41,-1,-1,3,,,tree_6_lower_it,0.0,0.0,0.0,168.70252706104657,168.8025282069575,0.10000114591093734
607,1,center,0,31,5,12,-1,-1,3,,,stim013_inanimate_boats_1.png,0.0,0.0,0.0,168.90253105951706,169.00253732543206,0.10000626591499895
608,1,center,0,32,5,14,-1,-1,3,,,stim015_inanimate_boats_3.png,0.0,0.0,0.0,169.10253993415972,169.20253766677342,0.09999773261370137
609,1,center,0,33,5,36,-1,-1,3,,,boat_4_lower,0.0,0.0,0.0,169.30254295741906,169.40253069379833,0.09998773637926206
610,1,center,0,34,5,45,-1,-1,3,,,tool_7_lower_it,0.0,0.0,0.0,169.5025501254131,169.60254688275745,0.09999675734434277
611,1,center,0,35,5,35,-1,-1,3,,,face_6_upper_it,0.0,0.0,0.0,169.70255948771955,169.8025557574001,0.09999626968055964
612,1,center,0,36,5,27,-1,-1,3,,,fish_4_upper_it,0.0,0.0,0.0,169.9025644614012,170.00256292539416,0.09999846399296075
613,1,center,0,37,5,46,-1,-1,3,,,tool_8_upper,0.0,0.0,0.0,170.1025704103522,170.2025379105471,0.09996750019490719
614,1,center,0,38,5,24,-1,-1,3,,,fish_1_lower,0.0,0.0,0.0,170.3025680697756,170.40257238521008,0.1000043154344894
615,1,center,0,39,5,0,-1,-1,3,,,stim001_animate_fish_1.png,0.0,0.0,0.0,170.50257865112508,170.6025307913078,0.09995214018272236
616,1,center,0,40,5,42,-1,-1,3,,,tree_7_upper,0.0,0.0,0.0,170.7025885010371,170.80258745263563,0.09999895159853622
617,1,center,0,41,5,22,-1,-1,3,,,stim023_inanimate_tools_3.png,0.0,0.0,0.0,170.9025859166286,171.00259145110613,0.10000553447753191
618,1,center,0,42,5,26,-1,-1,3,,,fish_3_upper,0.0,0.0,0.0,171.1025960103725,171.20259496197104,0.09999895159853622
619,1,center,0,43,5,13,-1,-1,3,,,stim014_inanimate_boats_2.png,0.0,0.0,0.0,171.30259464500705,171.40260139858583,0.10000675357878208
620,1,center,0,44,5,3,-1,-1,3,,,stim004_animate_fish_4.png,0.0,0.0,0.0,171.502605957794,171.60260612843558,0.10000017064157873
621,1,center,0,45,5,20,-1,-1,3,,,stim021_inanimate_tools_1.png,0.0,0.0,0.0,171.70258069911506,171.8026072012144,0.10002650209935382
622,1,center,0,46,5,7,-1,-1,3,,,stim008_animate_bird_4.png,0.0,0.0,0.0,171.90261541760992,172.0026177825639,0.10000236495397985
623,1,center,0,47,5,44,-1,-1,3,,,tool_6_lower,0.0,0.0,0.0,172.10262014751788,172.2026215372025,0.10000138968462124
624,1,center,0,48,5,1,-1,-1,3,,,stim002_animate_fish_2.png,0.0,0.0,0.0,172.3026190259843,172.40262407285627,0.10000504687195644
625,1,center,0,49,5,27,-1,-1,3,,,fish_4_upper_it,0.0,0.0,0.0,172.5026254625409,172.6026290465379,0.10000358399702236
626,1,center,0,50,5,38,-1,-1,3,,,boat_6_upper,0.0,0.0,0.0,172.70263506862102,172.802611589781,0.0999765211599879
627,1,center,C,51,5,43,-1,-1,3,,,tree_8_upper_it,0.0,0.0,0.0,172.9026354099624,173.00264191970928,0.10000650974689052
628,1,center,0,52,5,46,-1,-1,3,,,tool_8_upper,0.0,0.0,0.0,173.10263501986628,173.2026429924299,0.10000797256361693
629,1,center,0,53,5,17,-1,-1,3,,,stim018_inanimate_tree_2.png,1.0,0.40017793216975406,1.0,173.30265413457528,173.4026557680918,0.10000163351651281
630,1,center,0,54,5,23,-1,-1,3,,,stim024_inanimate_tools_4.png,0.0,0.0,0.0,173.50265813304577,173.60265659703873,0.09999846399296075
631,1,center,0,55,5,26,-1,-1,3,,,fish_3_upper,0.0,0.0,0.0,173.7026592057664,173.80266912881052,0.10000992304412648
632,1,center,0,56,5,25,-1,-1,3,,,fish_2_lower_it,0.0,0.0,0.0,173.90265272045508,174.0026563044521,0.10000358399702236
633,1,center,0,57,5,45,-1,-1,3,,,tool_7_lower_it,0.0,0.0,0.0,174.10265086748404,174.20265688962536,0.10000602214131504
634,1,center,0,58,5,29,-1,-1,3,,,bird_3_lower_it,0.0,0.0,0.0,174.30270996689796,174.40266795852222,0.09995799162425101
635,1,center,0,59,5,3,-1,-1,3,,,stim004_animate_fish_4.png,0.0,0.0,0.0,174.5026832454023,174.6026848789188,0.10000163351651281
636,1,center,0,60,5,6,-1,-1,3,,,stim007_animate_bird_3.png,0.0,0.0,0.0,174.7026870000991,174.80268717074068,0.10000017064157873
637,1,center,L,61,5,30,-1,-1,3,,,bird_4_upper,0.0,0.0,0.0,174.90269124234328,175.00268995016813,0.09999870782485232
638,1,center,0,62,5,2,-1,-1,3,,,stim003_animate_fish_3.png,0.0,0.0,0.0,175.10269621608313,175.20269931247458,0.10000309639144689
639,1,center,0,63,5,0,-1,-1,3,,,stim001_animate_fish_1.png,0.0,0.0,0.0,175.30270338407718,175.40268600045238,0.09998261637520045
640,1,center,0,64,5,33,-1,-1,3,,,face_4_lower_it,1.0,0.4927628808654845,1.0,175.5027090891963,175.60270706558367,0.09999797638738528
641,1,center,0,65,5,40,-1,-1,3,,,tree_5_lower,0.0,0.0,0.0,175.70272015815135,175.80271837837063,0.09999822021927685
642,1,center,0,66,5,36,-1,-1,3,,,boat_4_lower,0.0,0.0,0.0,175.90272561949678,176.00274943967815,0.10002382018137723
643,1,center,0,67,5,18,-1,-1,3,,,stim019_inanimate_tree_3.png,0.0,0.0,0.0,176.10272766748676,176.2027307638782,0.10000309639144689
644,1,center,0,68,5,4,-1,-1,3,,,stim005_animate_bird_1.png,0.0,0.0,0.0,176.30272825266002,176.4027430518763,0.10001479921629652
645,1,center,0,69,5,16,-1,-1,3,,,stim017_inanimate_tree_1.png,0.0,0.0,0.0,176.50272420537658,176.6027407112997,0.10001650592312217
646,1,center,0,70,5,34,-1,-1,3,,,face_5_upper,0.0,0.0,0.0,176.70274600194534,176.8027381269494,0.09999212500406429
647,1,center,0,71,5,24,-1,-1,3,,,fish_1_lower,0.0,0.0,0.0,176.9027465871186,177.00275139015866,0.10000480304006487
648,1,center,0,72,5,11,-1,-1,3,,,stim012_animate_face_4.png,0.0,0.0,0.0,177.1027522922377,177.20275319437496,0.10000090213725343
649,1,center,0,73,5,42,-1,-1,3,,,tree_7_upper,0.0,0.0,0.0,177.30276799359126,177.40275938709965,0.09999139350838959
650,1,center,0,74,5,8,-1,-1,3,,,stim009_animate_face_1.png,0.0,0.0,0.0,177.5027624834911,177.60273754177615,0.09997505828505382
651,1,center,0,75,5,28,-1,-1,3,,,bird_2_lower,0.0,0.0,0.0,177.70276794483652,177.80276835931,0.1000004144734703
652,1,center,0,76,5,41,-1,-1,3,,,tree_6_lower_it,0.0,0.0,0.0,177.90277803852223,178.00274968351005,0.09997164498781785
653,1,center,0,77,5,15,-1,-1,3,,,stim016_inanimate_boats_4.png,0.0,0.0,0.0,178.10278081794968,178.20279854291584,0.10001772496616468
654,1,center,0,78,5,7,-1,-1,3,,,stim008_animate_bird_4.png,0.0,0.0,0.0,178.3027821345604,178.40278279280756,0.1000006582471542
655,1,center,0,79,5,22,-1,-1,3,,,stim023_inanimate_tools_3.png,0.0,0.0,0.0,178.50278710824205,178.60279313032515,0.10000602208310738
656,1,center,0,80,5,37,-1,-1,3,,,boat_5_lower_it,0.0,0.0,0.0,178.70279964007204,178.80279712879565,0.09999748872360215
657,1,center,0,81,5,21,-1,-1,3,,,stim022_inanimate_tools_2.png,0.0,0.0,0.0,178.9027873033192,179.00280063966056,0.10001333634136245
658,1,center,0,82,5,5,-1,-1,3,,,stim006_animate_bird_2.png,0.0,0.0,0.0,179.10280714940745,179.20280927052954,0.10000212112208828
659,1,center,0,83,5,31,-1,-1,3,,,bird_5_upper_it,0.0,0.0,0.0,179.30277701455634,179.4028118061251,0.10003479156875983
660,1,center,0,84,5,47,-1,-1,3,,,tool_9_upper_it,0.0,0.0,0.0,179.50281758443452,179.60281751130242,0.09999992686789483
661,1,center,0,85,5,32,-1,-1,3,,,face_3_lower,0.0,0.0,0.0,179.70282670290908,179.80282906786306,0.10000236495397985
662,1,center,0,86,5,13,-1,-1,3,,,stim014_inanimate_boats_2.png,0.0,0.0,0.0,179.9028319204226,180.00283306633355,0.10000114591093734
663,1,center,0,87,5,35,-1,-1,3,,,face_6_upper_it,0.0,0.0,0.0,180.10283445607638,180.20281804766273,0.0999835915863514
664,1,center,0,88,5,9,-1,-1,3,,,stim010_animate_face_2.png,0.0,0.0,0.0,180.3028269954957,180.40283228614135,0.10000529064564034
665,1,center,0,89,5,12,-1,-1,3,,,stim013_inanimate_boats_1.png,0.0,0.0,0.0,180.50284342822852,180.60285115701845,0.10000772878993303
666,1,center,0,90,5,39,-1,-1,3,,,boat_7_upper_it,0.0,0.0,0.0,180.70284815813648,180.8028451593127,0.09999700117623433
667,1,center,0,91,5,10,-1,-1,3,,,stim011_animate_face_3.png,0.0,0.0,0.0,180.9028555699624,181.00284574442776,0.09999017446534708
668,1,center,0,92,5,20,-1,-1,3,,,stim021_inanimate_tools_1.png,0.0,0.0,0.0,181.10286127508152,181.2028660781216,0.10000480304006487
669,1,center,0,93,5,19,-1,-1,3,,,stim020_inanimate_tree_4.png,0.0,0.0,0.0,181.30286502977833,181.40286812616978,0.10000309639144689
670,1,center,0,94,5,14,-1,-1,3,,,stim015_inanimate_boats_3.png,0.0,0.0,0.0,181.50287122250302,181.60287309985142,0.10000187734840438
671,1,center,0,95,5,44,-1,-1,3,,,tool_6_lower,0.0,0.0,0.0,181.70286815054715,181.80287417263025,0.10000602208310738
672,1,center,0,96,5,0,-1,-1,3,,,stim001_animate_fish_1.png,0.0,0.0,0.0,181.90287897567032,182.0028813406243,0.10000236495397985
673,1,center,0,97,5,24,-1,-1,3,,,fish_1_lower,0.0,0.0,0.0,182.10287956078537,182.20289216574747,0.10001260496210307
674,1,center,0,98,5,26,-1,-1,3,,,fish_3_upper,0.0,0.0,0.0,182.30288746021688,182.402878122346,0.09999066212913021
675,1,center,0,99,5,6,-1,-1,3,,,stim007_animate_bird_3.png,0.0,0.0,0.0,182.5028890206013,182.60290601412999,0.10001699352869764
676,1,center,0,100,5,1,-1,-1,3,,,stim002_animate_fish_2.png,0.0,0.0,0.0,182.70290155243129,182.8029053802602,0.10000382782891393
677,1,center,0,101,5,41,-1,-1,3,,,tree_6_lower_it,0.0,0.0,0.0,182.90290676994482,183.00286988157313,0.09996311162831262
678,1,center,0,102,5,4,-1,-1,3,,,stim005_animate_bird_1.png,0.0,0.0,0.0,183.10291881411104,183.20291800954146,0.09999919543042779
679,1,center,R,103,5,11,-1,-1,3,,,stim012_animate_face_4.png,0.0,0.0,0.0,183.30292183737038,183.40291956992587,0.09999773255549371
680,1,center,0,104,5,29,-1,-1,3,,,bird_3_lower_it,0.0,0.0,0.0,183.50292583584087,183.6029360027169,0.10001016687601805
681,1,center,0,105,5,46,-1,-1,3,,,tool_8_upper,1.0,0.39227752934675664,1.0,183.70293056574883,183.80293219926534,0.10000163351651281
682,1,center,0,106,5,32,-1,-1,3,,,face_3_lower,0.0,0.0,0.0,183.90293773374287,184.00291864346946,0.09998090972658247
683,1,center,0,107,5,18,-1,-1,3,,,stim019_inanimate_tree_3.png,0.0,0.0,0.0,184.1029429512564,184.2029514114838,0.10000846022740006
684,1,center,0,108,5,9,-1,-1,3,,,stim010_animate_face_2.png,0.0,0.0,0.0,184.30294987547677,184.4029471204267,0.09999724494991824
685,1,center,0,109,5,35,-1,-1,3,,,face_6_upper_it,0.0,0.0,0.0,184.502936075849,184.6029506312916,0.10001455544261262
686,1,center,0,110,5,33,-1,-1,3,,,face_4_lower_it,0.0,0.0,0.0,184.7029803029145,184.80295633641072,0.09997603349620476
687,1,center,0,111,5,44,-1,-1,3,,,tool_6_lower,0.0,0.0,0.0,184.90296406520065,185.002928395872,0.09996433067135513
688,1,center,0,112,5,16,-1,-1,3,,,stim017_inanimate_tree_1.png,0.0,0.0,0.0,185.10296538175317,185.20297798671527,0.10001260496210307
689,1,center,0,113,5,47,-1,-1,3,,,tool_9_upper_it,0.0,0.0,0.0,185.30297962023178,185.40297954709968,0.09999992686789483
690,1,center,0,114,5,14,-1,-1,3,,,stim015_inanimate_boats_3.png,0.0,0.0,0.0,185.50298435013974,185.60299671126995,0.1000123611302115
691,1,center,0,115,5,12,-1,-1,3,,,stim013_inanimate_boats_1.png,0.0,0.0,0.0,185.70298615429783,185.8029907135642,0.10000455926638097
692,1,center,0,116,5,25,-1,-1,3,,,fish_2_lower_it,0.0,0.0,0.0,185.9029947851668,186.00299593107775,0.10000114591093734
693,1,center,0,117,5,20,-1,-1,3,,,stim021_inanimate_tools_1.png,0.0,0.0,0.0,186.1030031722039,186.2030009048176,0.09999773261370137
694,1,center,0,118,5,22,-1,-1,3,,,stim023_inanimate_tools_3.png,0.0,0.0,0.0,186.30300522019388,186.4030044156243,0.09999919543042779
695,1,center,0,119,5,23,-1,-1,3,,,stim024_inanimate_tools_4.png,0.0,0.0,0.0,186.50299117679242,186.60299012839096,0.09999895159853622
696,1,center,0,120,5,7,-1,-1,3,,,stim008_animate_bird_4.png,0.0,0.0,0.0,186.70300297718495,186.80301411927212,0.10001114208716899
697,1,center,0,121,5,17,-1,-1,3,,,stim018_inanimate_tree_2.png,0.0,0.0,0.0,186.90301282709697,187.00301933678566,0.10000650968868285
698,1,center,0,122,5,28,-1,-1,3,,,bird_2_lower,0.0,0.0,0.0,187.10302974743536,187.20301675243536,0.09998700500000268
699,1,center,0,123,5,30,-1,-1,3,,,bird_4_upper,0.0,0.0,0.0,187.30301936116302,187.40302757755853,0.1000082163955085
700,1,center,0,124,5,27,-1,-1,3,,,fish_4_upper_it,0.0,0.0,0.0,187.50302652915707,187.60303352650953,0.10000699735246599
701,1,center,0,125,5,38,-1,-1,3,,,boat_6_upper,0.0,0.0,0.0,187.70304003619822,187.80303923162865,0.09999919543042779
702,1,center,0,126,5,13,-1,-1,3,,,stim014_inanimate_boats_2.png,0.0,0.0,0.0,187.90303476992995,188.00304444914218,0.10000967921223491
703,1,center,0,127,5,5,-1,-1,3,,,stim006_animate_bird_2.png,0.0,0.0,0.0,188.10305290936958,188.20303211238934,0.09997920301975682
704,1,center,R,128,5,31,-1,-1,3,,,bird_5_upper_it,0.0,0.0,0.0,188.30305325071095,188.40306585567305,0.10001260496210307
705,1,center,0,129,5,15,-1,-1,3,,,stim016_inanimate_boats_4.png,0.0,0.0,0.0,188.50306115014246,188.60306765983114,0.10000650968868285
706,1,center,0,130,5,10,-1,-1,3,,,stim011_animate_face_3.png,0.0,0.0,0.0,188.70306344190612,188.80305898020742,0.09999553830130026
707,1,center,0,131,5,3,-1,-1,3,,,stim004_animate_fish_4.png,1.0,0.49259245803114027,1.0,188.90306695277104,189.00307151203742,0.10000455926638097
708,1,center,0,132,5,43,-1,-1,3,,,tree_8_upper_it,0.0,0.0,0.0,189.10307680268306,189.20307551050792,0.09999870782485232
709,1,center,0,133,5,8,-1,-1,3,,,stim009_animate_face_1.png,0.0,0.0,0.0,189.30308031354798,189.40307707089232,0.09999675734434277
710,1,center,0,134,5,19,-1,-1,3,,,stim020_inanimate_tree_4.png,0.0,0.0,0.0,189.50308772537392,189.60333487502066,0.10024714964674786
711,1,center,0,135,5,2,-1,-1,3,,,stim003_animate_fish_3.png,0.0,0.0,0.0,189.70308879809454,189.80309213831788,0.10000334022333845
712,1,center,0,136,5,34,-1,-1,3,,,face_5_upper,0.0,0.0,0.0,189.90309304039693,190.00309272343293,0.09999968303600326
713,1,center,0,137,5,21,-1,-1,3,,,stim022_inanimate_tools_2.png,0.0,0.0,0.0,190.1031038655201,190.20309379621176,0.09998993069166318
714,1,center,0,138,5,42,-1,-1,3,,,tree_7_upper,0.0,0.0,0.0,190.303103475424,190.40310242708074,0.09999895165674388
715,1,center,0,139,5,45,-1,-1,3,,,tool_7_lower_it,0.0,0.0,0.0,190.50311113108182,190.60309691698058,0.09998578589875251
716,1,center,0,140,5,40,-1,-1,3,,,tree_5_lower,0.0,0.0,0.0,190.70314438670175,190.80311408115085,0.09996969444910064
717,1,center,0,141,5,37,-1,-1,3,,,boat_5_lower_it,0.0,0.0,0.0,190.90312180994079,191.00312271201983,0.10000090207904577
718,1,center,0,142,5,39,-1,-1,3,,,boat_7_upper_it,0.0,0.0,0.0,191.10312580841128,191.2031313428888,0.10000553447753191
719,1,center,0,143,5,36,-1,-1,3,,,boat_4_lower,0.0,0.0,0.0,191.30313200113596,191.40314241184387,0.10001041070790961
720,1,center,0,144,5,33,-1,-1,3,,,face_4_lower_it,0.0,0.0,0.0,191.5031308796606,191.60314470360754,0.10001382394693792
721,1,center,0,145,5,46,-1,-1,3,,,tool_8_upper,0.0,0.0,0.0,191.70313219621312,191.80314455734333,0.1000123611302115
722,1,center,0,146,5,12,-1,-1,3,,,stim013_inanimate_boats_1.png,0.0,0.0,0.0,191.90315374895,192.00315465108724,0.10000090213725343
723,1,center,0,147,5,44,-1,-1,3,,,tool_6_lower,0.0,0.0,0.0,192.10317603318254,192.20315864955774,0.09998261637520045
724,1,center,0,148,5,32,-1,-1,3,,,face_3_lower,0.0,0.0,0.0,192.3031615021173,192.4031587470672,0.09999724494991824
725,1,center,0,149,5,39,-1,-1,3,,,boat_7_upper_it,0.0,0.0,0.0,192.503184761561,192.6031651836238,0.09998042206279933
